inspection_id (PK),track_id (FK),inspection_date,inspection_mode,rail_temperature_celsius,ride_quality_index,source_table,defect_id (PK),inspection_id (FK),defect_type,severity_level,exact_km_post,is_rectified,work_order_id (PK),defect_id (FK),activity_classification,priority,job_status,creation_date,target_completion_date,request_id,asset_id,asset_type,issue_description,reported_by,reported_date,status,assigned_to,scheduled_date,completion_date,remarks,cost_estimate,approval_status,department,section_id,req_duration_min,criticality,days_overdue,traffic_block_req,power_block_req,urgency_score,synergy_candidate,machine_id (PK),machine_name,deployment_id (PK),work_order_id (FK),machine_id (FK),runtime_hours,deployment_date
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
